Standard-based Integration of Heterogeneous Large-scale DNA Microarray Data for Improving Reusability.
('Standard-based', 'Standard-based', 'JJ', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('must', 'must', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('classified', 'classify', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('transformation', 'transformation', 'NN', 'B-NP', 'O')
('method.', 'method.', 'NN', 'I-NP', 'O')
In the process of data classification, we found that a combination of a classification model and other method can boost the performance of classification (Chen et al., 2006).
('In', 'In', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('process', 'process', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('data', 'datum', 'NNS', 'B-NP', 'O')
('classification,', 'classification,', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('found', 'find', 'VBD', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('combination', 'combination', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('classification', 'classification', 'NN', 'I-NP', 'O')
('model', 'model', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('other', 'other', 'JJ', 'B-NP', 'O')
('method', 'method', 'NN', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('boost', 'boost', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('performance', 'performance', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('classification', 'classification', 'NN', 'B-NP', 'O')
('(Chen', '(Chen', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2006).', '2006).', 'CD', 'B-NP', 'O')
We have presented a simple but effective two-step method.
('We', 'We', 'PRP', 'B-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('presented', 'present', 'VBN', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('simple', 'simple', 'JJ', 'I-NP', 'O')
('but', 'but', 'CC', 'I-NP', 'O')
('effective', 'effective', 'JJ', 'I-NP', 'O')
('two-step', 'two-step', 'JJ', 'I-NP', 'O')
('method.', 'method.', 'NN', 'I-NP', 'O')
It consists of a Logistic Regression model as well as a simple voting method.
('It', 'It', 'PRP', 'B-NP', 'O')
('consists', 'consist', 'VBZ', 'B-VP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('Logistic', 'Logistic', 'JJ', 'I-NP', 'O')
('Regression', 'Regression', 'NN', 'I-NP', 'O')
('model', 'model', 'NN', 'I-NP', 'O')
('as', 'as', 'RB', 'B-CONJP', 'O')
('well', 'well', 'RB', 'I-CONJP', 'O')
('as', 'as', 'IN', 'I-CONJP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('simple', 'simple', 'JJ', 'I-NP', 'O')
('voting', 'voting', 'NN', 'I-NP', 'O')
('method.', 'method.', 'NN', 'I-NP', 'O')
Recently, it is clear that these datasets should be combined to generate a more comprehensive understanding of underlying biology.
('Recently,', 'Recently,', 'NN', 'B-NP', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('clear', 'clear', 'JJ', 'B-ADJP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('these', 'these', 'DT', 'B-NP', 'O')
('datasets', 'dataset', 'NNS', 'I-NP', 'O')
('should', 'should', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('combined', 'combine', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('generate', 'generate', 'VB', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('more', 'more', 'RBR', 'I-NP', 'O')
('comprehensive', 'comprehensive', 'JJ', 'I-NP', 'O')
('understanding', 'understanding', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('underlying', 'underlie', 'VBG', 'B-VP', 'O')
('biology.', 'biology.', 'NN', 'B-NP', 'O')
With appropriate integration of heterogeneous microarray data in GEO into the standard-based database, improvement of analysis results and comparison of data from different experiments can be possible.
('With', 'With', 'IN', 'B-PP', 'O')
('appropriate', 'appropriate', 'JJ', 'B-NP', 'O')
('integration', 'integration', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('heterogeneous', 'heterogeneous', 'JJ', 'B-NP', 'O')
('microarray', 'microarray', 'NN', 'I-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('GEO', 'GEO', 'NNP', 'B-NP', 'O')
('into', 'into', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('standard-based', 'standard-based', 'JJ', 'I-NP', 'O')
('database,', 'database,', 'NN', 'I-NP', 'O')
('improvement', 'improvement', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('analysis', 'analysis', 'NN', 'B-NP', 'O')
('results', 'result', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('comparison', 'comparison', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('data', 'data', 'NN', 'B-NP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('different', 'different', 'JJ', 'B-NP', 'O')
('experiments', 'experiment', 'NNS', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('possible.', 'possible.', 'RB', 'B-ADVP', 'O')
Integration strategies we proposed allow the GEO to progress remarkably toward a more standardized repository and to serve as a more uniform platform for microarray data analysis.
('Integration', 'Integration', 'NN', 'B-NP', 'O')
('strategies', 'strategy', 'NNS', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('proposed', 'propose', 'VBD', 'B-VP', 'O')
('allow', 'allow', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('GEO', 'GEO', 'NNP', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('progress', 'progress', 'VB', 'I-VP', 'O')
('remarkably', 'remarkably', 'RB', 'B-ADVP', 'O')
('toward', 'toward', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('more', 'more', 'RBR', 'I-NP', 'O')
('standardized', 'standardized', 'JJ', 'I-NP', 'O')
('repository', 'repository', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('serve', 'serve', 'VB', 'I-VP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('more', 'more', 'RBR', 'I-NP', 'O')
('uniform', 'uniform', 'JJ', 'I-NP', 'O')
('platform', 'platform', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('microarray', 'microarray', 'NN', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('analysis.', 'analysis.', 'NN', 'I-NP', 'O')
Also, published research studies using GEO data can be expanded and improved with our database and analysis approaches (Yoon et al., 2006) which have been published.
('Also,', 'Also,', 'IN', 'B-PP', 'O')
('published', 'publish', 'VBN', 'B-NP', 'O')
('research', 'research', 'NN', 'I-NP', 'O')
('studies', 'study', 'NNS', 'I-NP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('GEO', 'GEO', 'NN', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('expanded', 'expand', 'VBN', 'I-VP', 'O')
('and', 'and', 'CC', 'O', 'O')
('improved', 'improve', 'VBN', 'B-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('our', 'our', 'PRP$', 'B-NP', 'O')
('database', 'database', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('analysis', 'analysis', 'NN', 'I-NP', 'O')
('approaches', 'approach', 'VBZ', 'B-VP', 'O')
('(Yoon', '(Yoon', 'NNP', 'B-NP', 'B-protein')
('et', 'et', 'FW', 'I-NP', 'I-protein')
('al.,', 'al.,', 'FW', 'I-NP', 'I-protein')
('2006)', '2006)', 'CD', 'I-NP', 'I-protein')
('which', 'which', 'WDT', 'B-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('been', 'be', 'VBN', 'I-VP', 'O')
('published.', 'published.', 'VBN', 'I-VP', 'O')
Yet, we have some problem to solve further.
('Yet,', 'Yet,', 'NN', 'B-NP', 'B-protein')
('we', 'we', 'PRP', 'B-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('some', 'some', 'DT', 'B-NP', 'O')
('problem', 'problem', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('solve', 'solve', 'VB', 'I-VP', 'O')
('further.', 'further.', 'NN', 'B-NP', 'O')
In data field unification, we can not handle polysemy problem, which means the case that a word has many meanings.
('In', 'In', 'IN', 'B-PP', 'O')
('data', 'datum', 'NNS', 'B-NP', 'O')
('field', 'field', 'NN', 'I-NP', 'O')
('unification,', 'unification,', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('not', 'not', 'RB', 'I-VP', 'O')
('handle', 'handle', 'VB', 'I-VP', 'O')
('polysemy', 'polysemy', 'JJ', 'B-NP', 'O')
('problem,', 'problem,', 'NN', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('means', 'mean', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('case', 'case', 'NN', 'I-NP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('word', 'word', 'NN', 'I-NP', 'O')
('has', 'have', 'VBZ', 'B-VP', 'O')
('many', 'many', 'JJ', 'B-NP', 'O')
('meanings.', 'meanings.', 'NN', 'I-NP', 'O')
An important next step is to adapt natural language processing method to solve not only the problem but also new terms which will be input in GEO.
('An', 'An', 'DT', 'B-NP', 'O')
('important', 'important', 'JJ', 'I-NP', 'O')
('next', 'next', 'JJ', 'I-NP', 'O')
('step', 'step', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('adapt', 'adapt', 'VB', 'I-VP', 'O')
('natural', 'natural', 'JJ', 'B-NP', 'O')
('language', 'language', 'NN', 'I-NP', 'O')
('processing', 'processing', 'NN', 'I-NP', 'O')
('method', 'method', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('solve', 'solve', 'VB', 'I-VP', 'O')
('not', 'not', 'RB', 'B-CONJP', 'O')
('only', 'only', 'RB', 'I-CONJP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('problem', 'problem', 'NN', 'I-NP', 'O')
('but', 'but', 'CC', 'B-CONJP', 'O')
('also', 'also', 'RB', 'I-CONJP', 'O')
('new', 'new', 'JJ', 'B-NP', 'O')
('terms', 'term', 'NNS', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('will', 'will', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('input', 'input', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('GEO.', 'GEO.', 'NNP', 'B-NP', 'O')
In setwise validation of data transformation classification, we assumed that all Samples in a Series have same classification results.
('In', 'In', 'IN', 'B-PP', 'O')
('setwise', 'setwise', 'RB', 'B-NP', 'O')
('validation', 'validation', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('data', 'datum', 'NNS', 'B-NP', 'O')
('transformation', 'transformation', 'NN', 'I-NP', 'O')
('classification,', 'classification,', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('assumed', 'assume', 'VBD', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('all', 'all', 'DT', 'B-NP', 'O')
('Samples', 'Sample', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('Series', 'Series', 'NNP', 'I-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('same', 'same', 'JJ', 'B-NP', 'O')
('classification', 'classification', 'NN', 'I-NP', 'O')
('results.', 'results.', 'NNS', 'I-NP', 'O')
This assumption may miss some case of a false positive result in a Series for entire data set.
('This', 'This', 'DT', 'B-NP', 'O')
('assumption', 'assumption', 'NN', 'I-NP', 'O')
('may', 'may', 'MD', 'B-VP', 'O')
('miss', 'miss', 'VB', 'I-VP', 'O')
('some', 'some', 'DT', 'B-NP', 'O')
('case', 'case', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('false', 'false', 'JJ', 'I-NP', 'O')
('positive', 'positive', 'JJ', 'I-NP', 'O')
('result', 'result', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('Series', 'Series', 'NNP', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('entire', 'entire', 'JJ', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('set.', 'set.', 'NN', 'I-NP', 'O')
With human validation for entire data set, we can correct our validation result.
('With', 'With', 'IN', 'B-PP', 'O')
('human', 'human', 'JJ', 'B-NP', 'O')
('validation', 'validation', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('entire', 'entire', 'JJ', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('set,', 'set,', 'VBD', 'B-VP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('correct', 'correct', 'VB', 'I-VP', 'O')
('our', 'our', 'PRP$', 'B-NP', 'O')
('validation', 'validation', 'NN', 'I-NP', 'O')
('result.', 'result.', '.', 'O', 'O')
At the conclusion, we suggest to data submitters that they submit their data with the correct description in the unified format to collaborate with researchers in other fields or to provide machinereadable data for computational postanalysis.
('At', 'At', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('conclusion,', 'conclusion,', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('suggest', 'suggest', 'VBP', 'B-VP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('data', 'datum', 'NNS', 'B-NP', 'O')
('submitters', 'submitter', 'NNS', 'I-NP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('they', 'they', 'PRP', 'B-NP', 'O')
('submit', 'submit', 'VBP', 'B-VP', 'O')
('their', 'their', 'PRP$', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('correct', 'correct', 'JJ', 'I-NP', 'O')
('description', 'description', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('unified', 'unified', 'JJ', 'I-NP', 'O')
('format', 'format', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('collaborate', 'collaborate', 'VB', 'I-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('researchers', 'researcher', 'NNS', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('other', 'other', 'JJ', 'B-NP', 'O')
('fields', 'field', 'NNS', 'I-NP', 'O')
('or', 'or', 'CC', 'O', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('provide', 'provide', 'VB', 'I-VP', 'O')
('machinereadable', 'machinereadable', 'JJ', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('computational', 'computational', 'JJ', 'B-NP', 'O')
('postanalysis.', 'postanalysis.', 'NNS', 'I-NP', 'O')
The effort may lead to improve the computational analysis results for the discovery of remarkable biological knowledge.
('The', 'The', 'DT', 'B-NP', 'O')
('effort', 'effort', 'NN', 'I-NP', 'O')
('may', 'may', 'MD', 'B-VP', 'O')
('lead', 'lead', 'VB', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('improve', 'improve', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('computational', 'computational', 'JJ', 'I-NP', 'O')
('analysis', 'analysis', 'NN', 'I-NP', 'O')
('results', 'result', 'NNS', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('discovery', 'discovery', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('remarkable', 'remarkable', 'JJ', 'B-NP', 'O')
('biological', 'biological', 'JJ', 'I-NP', 'O')
('knowledge.', 'knowledge.', 'NN', 'I-NP', 'O')
This study was supported by a grant from a Basic Science Research Program through the National Research Foundation of Korea (NRF) funded by the Ministry of Education, Science and Technology (20100028631).
('This', 'This', 'DT', 'B-NP', 'O')
('study', 'study', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('supported', 'support', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('grant', 'grant', 'NN', 'I-NP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('Basic', 'Basic', 'NNP', 'I-NP', 'O')
('Science', 'Science', 'NNP', 'I-NP', 'O')
('Research', 'Research', 'NNP', 'I-NP', 'O')
('Program', 'Program', 'NNP', 'I-NP', 'O')
('through', 'through', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('National', 'National', 'NNP', 'I-NP', 'O')
('Research', 'Research', 'NNP', 'I-NP', 'O')
('Foundation', 'Foundation', 'NNP', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('Korea', 'Korea', 'NNP', 'B-NP', 'O')
('(NRF)', '(NRF)', 'NNP', 'I-NP', 'O')
('funded', 'fund', 'VBD', 'B-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('Ministry', 'Ministry', 'NNP', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('Education,', 'Education,', 'NNP', 'B-NP', 'O')
('Science', 'Science', 'NNP', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('Technology', 'Technology', 'NNP', 'I-NP', 'O')
('(20100028631).', '(20100028631).', 'LS', 'O', 'O')
YRP’s educational training was supported by the Ministry of Health & Welfare, Republic of Korea (A040002).
('YRP’s', 'YRP’', 'NNS', 'B-NP', 'B-protein')
('educational', 'educational', 'JJ', 'I-NP', 'O')
('training', 'training', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('supported', 'support', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('Ministry', 'Ministry', 'NNP', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('Health', 'Health', 'NNP', 'B-NP', 'O')
('&', '&', 'CC', 'I-NP', 'O')
('Welfare,', 'Welfare,', 'NNP', 'I-NP', 'O')
('Republic', 'Republic', 'NNP', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('Korea', 'Korea', 'NNP', 'B-NP', 'O')
('(A040002).', '(A040002).', 'NNP', 'I-NP', 'O')
